category,sleep,recovery,body,set,reps,weights,Duration
gain,4,2,1,1,7,20,0
loss,4,3,0,0,7,9,17
gain,2,4,1,0,18,7,25
loss,2,5,0,2,9,13,27
loss,4,4,1,3,9,11,24
gain,4,2,1,3,12,11,26
gain,1,3,0,0,6,11,15
fit,1,4,1,2,17,11,24
loss,1,2,0,2,16,0,11
gain,1,1,1,0,6,9,14
gain,1,1,1,0,13,6,15
loss,1,4,1,2,20,14,23
gain,4,1,0,2,18,20,39
fit,4,4,1,3,11,12,17
gain,4,1,1,2,17,5,27
gain,1,4,1,2,17,17,36
gain,1,1,0,3,12,4,0
fit,1,1,0,2,8,2,15
fit,1,4,0,2,3,9,13
gain,1,1,0,2,17,4,15
gain,4,2,0,2,16,9,26
fit,1,4,0,2,14,4,13
loss,1,4,1,3,18,13,24
loss,1,4,0,2,6,9,13
gain,1,5,1,0,20,7,33
fit,1,4,1,2,20,7,13
fit,4,2,0,3,3,4,0
gain,1,2,0,0,19,14,0
loss,1,5,0,2,15,3,17
loss,1,1,1,2,3,2,15
fit,1,2,0,2,19,8,15
gain,1,5,0,2,15,22,0
gain,1,3,1,2,0,9,32
gain,4,5,1,2,11,9,37
fit,1,2,0,2,7,2,18
gain,4,2,1,0,0,6,13
fit,3,3,1,2,19,10,23
gain,4,5,1,3,16,22,32
fit,1,1,1,2,2,11,17
loss,1,2,0,2,14,1,16
fit,1,3,1,0,1,0,17
fit,1,5,0,3,15,16,0
fit,4,5,0,2,16,21,26
gain,1,4,0,2,9,11,14
fit,4,1,0,2,0,3,15
fit,2,2,0,2,20,5,20
gain,1,3,0,2,0,15,21
loss,4,4,1,2,16,4,0
loss,2,3,1,2,19,8,19
fit,1,3,0,0,5,6,24
fit,4,5,1,2,20,16,18
loss,1,4,0,2,13,9,18
loss,1,1,0,2,0,3,0
gain,4,4,1,3,6,10,28
gain,1,5,0,2,20,12,19
loss,1,5,0,2,19,6,15
gain,1,4,1,0,0,1,14
loss,1,2,1,2,12,0,0
fit,1,5,0,3,20,16,30
fit,1,1,1,0,0,7,15
gain,1,2,1,2,3,2,16
fit,1,4,0,2,18,13,19
gain,1,2,0,0,0,12,13
gain,1,1,1,0,7,7,19
fit,1,4,0,3,20,12,23
fit,1,3,0,0,15,14,19
loss,3,3,1,2,20,3,24
gain,1,4,1,2,16,21,31
loss,1,4,0,2,20,2,20
gain,1,3,1,0,5,2,17
